TIME,GEO,ANIMALS,UNIT,Value,Flag and Footnotes,,,,
2014,European Union - 27 countries (from 2020),Other sheep,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Live goats,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Live goats,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),"Goats, breeding females",Number,:,,,,,
2014,European Union - 27 countries (from 2020),"Goats, breeding females",Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Other goats,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Other goats,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Live poultry,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Live poultry,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Laying hens,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Laying hens,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Laying hens (producing eggs for consumption),Number,:,,,,,
2014,European Union - 27 countries (from 2020),Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Broilers,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Broilers,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Rabbits,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Rabbits,Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Bees (hives),Number,:,,,,,
2014,European Union - 27 countries (from 2020),Bees (hives),Head (animal),:,,,,,
2014,European Union - 27 countries (from 2020),Other live animals,Number,:,,,,,
2014,European Union - 27 countries (from 2020),Other live animals,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live horses,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live horses,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live bovine animals,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live bovine animals,Head (animal),"3,630,538",,,,,
2014,European Union - 28 countries (2013-2020),Bovine animals for slaughter,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Bovine animals for slaughter,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Dairy cows,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Dairy cows,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Other bovine animals,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Other bovine animals,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),"Live swine, domestic species",Number,:,,,,,
2014,European Union - 28 countries (2013-2020),"Live swine, domestic species",Head (animal),"913,207",,,,,
2014,European Union - 28 countries (2013-2020),"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,European Union - 28 countries (2013-2020),"Breeding sows, live weight 50 kg or over",Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Other pigs,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Other pigs,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,European Union - 28 countries (2013-2020),"Fattening pigs, live weight 50 kg or over",Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live sheep,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live sheep,Head (animal),"4,367,463",,,,,
2014,European Union - 28 countries (2013-2020),"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,European Union - 28 countries (2013-2020),"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Other sheep,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Other sheep,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live goats,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live goats,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),"Goats, breeding females",Number,:,,,,,
2014,European Union - 28 countries (2013-2020),"Goats, breeding females",Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Other goats,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Other goats,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live poultry,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live poultry,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Laying hens,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Laying hens,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Laying hens (producing eggs for consumption),Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Broilers,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Broilers,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Rabbits,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Rabbits,Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Bees (hives),Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Bees (hives),Head (animal),:,,,,,
2014,European Union - 28 countries (2013-2020),Other live animals,Number,:,,,,,
2014,European Union - 28 countries (2013-2020),Other live animals,Head (animal),:,,,,,
2014,Belgium,Live horses,Number,:,,,,,
2014,Belgium,Live horses,Head (animal),"1,239",,,,,
2014,Belgium,Live bovine animals,Number,:,,,,,
2014,Belgium,Live bovine animals,Head (animal),"76,620",,,,,
2014,Belgium,Bovine animals for slaughter,Number,:,,,,,
2014,Belgium,Bovine animals for slaughter,Head (animal),"4,455",,,,,
2014,Belgium,Dairy cows,Number,:,,,,,
2014,Belgium,Dairy cows,Head (animal),"12,955",,,,,
2014,Belgium,Other bovine animals,Number,:,,,,,
2014,Belgium,Other bovine animals,Head (animal),"59,210",,,,,
2014,Belgium,"Live swine, domestic species",Number,:,,,,,
2014,Belgium,"Live swine, domestic species",Head (animal),"9,532",,,,,
2014,Belgium,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Belgium,"Breeding sows, live weight 50 kg or over",Head (animal),562,,,,,
2014,Belgium,Other pigs,Number,:,,,,,
2014,Belgium,Other pigs,Head (animal),24,,,,,
2014,Belgium,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Belgium,"Fattening pigs, live weight 50 kg or over",Head (animal),"8,946",,,,,
2014,Belgium,Live sheep,Number,:,,,,,
2014,Belgium,Live sheep,Head (animal),"15,923",,,,,
2014,Belgium,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Belgium,"Ewes and ewe-lambs, breeding females",Head (animal),"8,521",,,,,
2014,Belgium,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Belgium,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Belgium,Other sheep,Number,:,,,,,
2014,Belgium,Other sheep,Head (animal),"7,402",,,,,
2014,Belgium,Live goats,Number,:,,,,,
2014,Belgium,Live goats,Head (animal),"5,778",,,,,
2014,Belgium,"Goats, breeding females",Number,:,,,,,
2014,Belgium,"Goats, breeding females",Head (animal),:,,,,,
2014,Belgium,Other goats,Number,:,,,,,
2014,Belgium,Other goats,Head (animal),"5,778",,,,,
2014,Belgium,Live poultry,Number,:,,,,,
2014,Belgium,Live poultry,Head (animal),"2,098,231",,,,,
2014,Belgium,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Belgium,Live poultry excluding laying hens and broilers,Head (animal),"106,527",,,,,
2014,Belgium,Laying hens,Number,:,,,,,
2014,Belgium,Laying hens,Head (animal),"281,657",,,,,
2014,Belgium,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Belgium,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Belgium,Broilers,Number,:,,,,,
2014,Belgium,Broilers,Head (animal),"1,710,047",,,,,
2014,Belgium,Rabbits,Number,:,,,,,
2014,Belgium,Rabbits,Head (animal),50,,,,,
2014,Belgium,Bees (hives),Number,:,,,,,
2014,Belgium,Bees (hives),Head (animal),:,,,,,
2014,Belgium,Other live animals,Number,:,,,,,
2014,Belgium,Other live animals,Head (animal),264,,,,,
2014,Bulgaria,Live horses,Number,:,,,,,
2014,Bulgaria,Live horses,Head (animal),0,,,,,
2014,Bulgaria,Live bovine animals,Number,:,,,,,
2014,Bulgaria,Live bovine animals,Head (animal),"1,344",,,,,
2014,Bulgaria,Bovine animals for slaughter,Number,:,,,,,
2014,Bulgaria,Bovine animals for slaughter,Head (animal),547,,,,,
2014,Bulgaria,Dairy cows,Number,:,,,,,
2014,Bulgaria,Dairy cows,Head (animal),789,,,,,
2014,Bulgaria,Other bovine animals,Number,:,,,,,
2014,Bulgaria,Other bovine animals,Head (animal),8,,,,,
2014,Bulgaria,"Live swine, domestic species",Number,:,,,,,
2014,Bulgaria,"Live swine, domestic species",Head (animal),0,,,,,
2014,Bulgaria,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Bulgaria,"Breeding sows, live weight 50 kg or over",Head (animal),0,,,,,
2014,Bulgaria,Other pigs,Number,:,,,,,
2014,Bulgaria,Other pigs,Head (animal),0,,,,,
2014,Bulgaria,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Bulgaria,"Fattening pigs, live weight 50 kg or over",Head (animal),0,,,,,
2014,Bulgaria,Live sheep,Number,:,,,,,
2014,Bulgaria,Live sheep,Head (animal),"7,250",,,,,
2014,Bulgaria,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Bulgaria,"Ewes and ewe-lambs, breeding females",Head (animal),"5,046",,,,,
2014,Bulgaria,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Bulgaria,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Bulgaria,Other sheep,Number,:,,,,,
2014,Bulgaria,Other sheep,Head (animal),"2,204",,,,,
2014,Bulgaria,Live goats,Number,:,,,,,
2014,Bulgaria,Live goats,Head (animal),"3,201",,,,,
2014,Bulgaria,"Goats, breeding females",Number,:,,,,,
2014,Bulgaria,"Goats, breeding females",Head (animal),"3,128",,,,,
2014,Bulgaria,Other goats,Number,:,,,,,
2014,Bulgaria,Other goats,Head (animal),73,,,,,
2014,Bulgaria,Live poultry,Number,:,,,,,
2014,Bulgaria,Live poultry,Head (animal),500,,,,,
2014,Bulgaria,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Bulgaria,Live poultry excluding laying hens and broilers,Head (animal),0,,,,,
2014,Bulgaria,Laying hens,Number,:,,,,,
2014,Bulgaria,Laying hens,Head (animal),500,,,,,
2014,Bulgaria,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Bulgaria,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Bulgaria,Broilers,Number,:,,,,,
2014,Bulgaria,Broilers,Head (animal),0,,,,,
2014,Bulgaria,Rabbits,Number,:,,,,,
2014,Bulgaria,Rabbits,Head (animal),0,,,,,
2014,Bulgaria,Bees (hives),Number,"89,553",,,,,
2014,Bulgaria,Bees (hives),Head (animal),:,,,,,
2014,Bulgaria,Other live animals,Number,:,,,,,
2014,Bulgaria,Other live animals,Head (animal),0,,,,,
2014,Czechia,Live horses,Number,:,,,,,
2014,Czechia,Live horses,Head (animal),"7,253",,,,,
2014,Czechia,Live bovine animals,Number,:,,,,,
2014,Czechia,Live bovine animals,Head (animal),"224,873",,,,,
2014,Czechia,Bovine animals for slaughter,Number,:,,,,,
2014,Czechia,Bovine animals for slaughter,Head (animal),"13,773",,,,,
2014,Czechia,Dairy cows,Number,:,,,,,
2014,Czechia,Dairy cows,Head (animal),"7,402",,,,,
2014,Czechia,Other bovine animals,Number,:,,,,,
2014,Czechia,Other bovine animals,Head (animal),"203,698",,,,,
2014,Czechia,"Live swine, domestic species",Number,:,,,,,
2014,Czechia,"Live swine, domestic species",Head (animal),"1,994",,,,,
2014,Czechia,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Czechia,"Breeding sows, live weight 50 kg or over",Head (animal),209,,,,,
2014,Czechia,Other pigs,Number,:,,,,,
2014,Czechia,Other pigs,Head (animal),229,,,,,
2014,Czechia,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Czechia,"Fattening pigs, live weight 50 kg or over",Head (animal),"1,556",,,,,
2014,Czechia,Live sheep,Number,:,,,,,
2014,Czechia,Live sheep,Head (animal),"100,385",,,,,
2014,Czechia,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Czechia,"Ewes and ewe-lambs, breeding females",Head (animal),"64,893",,,,,
2014,Czechia,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Czechia,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Czechia,Other sheep,Number,:,,,,,
2014,Czechia,Other sheep,Head (animal),"35,492",,,,,
2014,Czechia,Live goats,Number,:,,,,,
2014,Czechia,Live goats,Head (animal),"9,112",,,,,
2014,Czechia,"Goats, breeding females",Number,:,,,,,
2014,Czechia,"Goats, breeding females",Head (animal),"6,011",,,,,
2014,Czechia,Other goats,Number,:,,,,,
2014,Czechia,Other goats,Head (animal),"3,101",,,,,
2014,Czechia,Live poultry,Number,:,,,,,
2014,Czechia,Live poultry,Head (animal),"39,330",,,,,
2014,Czechia,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Czechia,Live poultry excluding laying hens and broilers,Head (animal),"2,447",,,,,
2014,Czechia,Laying hens,Number,:,,,,,
2014,Czechia,Laying hens,Head (animal),"13,746",,,,,
2014,Czechia,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Czechia,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Czechia,Broilers,Number,:,,,,,
2014,Czechia,Broilers,Head (animal),"23,137",,,,,
2014,Czechia,Rabbits,Number,:,,,,,
2014,Czechia,Rabbits,Head (animal),289,,,,,
2014,Czechia,Bees (hives),Number,39,,,,,
2014,Czechia,Bees (hives),Head (animal),:,,,,,
2014,Czechia,Other live animals,Number,:,,,,,
2014,Czechia,Other live animals,Head (animal),75,,,,,
2014,Denmark,Live horses,Number,:,,,,,
2014,Denmark,Live horses,Head (animal),125,,,,,
2014,Denmark,Live bovine animals,Number,:,,,,,
2014,Denmark,Live bovine animals,Head (animal),"182,131",,,,,
2014,Denmark,Bovine animals for slaughter,Number,:,,,,,
2014,Denmark,Bovine animals for slaughter,Head (animal),"95,617",,,,,
2014,Denmark,Dairy cows,Number,:,,,,,
2014,Denmark,Dairy cows,Head (animal),"63,261",,,,,
2014,Denmark,Other bovine animals,Number,:,,,,,
2014,Denmark,Other bovine animals,Head (animal),"23,253",,,,,
2014,Denmark,"Live swine, domestic species",Number,:,,,,,
2014,Denmark,"Live swine, domestic species",Head (animal),"215,581",,,,,
2014,Denmark,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Denmark,"Breeding sows, live weight 50 kg or over",Head (animal),"7,789",,,,,
2014,Denmark,Other pigs,Number,:,,,,,
2014,Denmark,Other pigs,Head (animal),"87,339",,,,,
2014,Denmark,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Denmark,"Fattening pigs, live weight 50 kg or over",Head (animal),"120,453",,,,,
2014,Denmark,Live sheep,Number,:,,,,,
2014,Denmark,Live sheep,Head (animal),"9,820",,,,,
2014,Denmark,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Denmark,"Ewes and ewe-lambs, breeding females",Head (animal),"9,709",,,,,
2014,Denmark,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Denmark,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Denmark,Other sheep,Number,:,,,,,
2014,Denmark,Other sheep,Head (animal),111,,,,,
2014,Denmark,Live goats,Number,:,,,,,
2014,Denmark,Live goats,Head (animal),"2,039",,,,,
2014,Denmark,"Goats, breeding females",Number,:,,,,,
2014,Denmark,"Goats, breeding females",Head (animal),"2,029",,,,,
2014,Denmark,Other goats,Number,:,,,,,
2014,Denmark,Other goats,Head (animal),10,,,,,
2014,Denmark,Live poultry,Number,:,,,,,
2014,Denmark,Live poultry,Head (animal),"1,630,407",,,,,
2014,Denmark,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Denmark,Live poultry excluding laying hens and broilers,Head (animal),"127,994",,,,,
2014,Denmark,Laying hens,Number,:,,,,,
2014,Denmark,Laying hens,Head (animal),"998,935",,,,,
2014,Denmark,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Denmark,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Denmark,Broilers,Number,:,,,,,
2014,Denmark,Broilers,Head (animal),"503,478",,,,,
2014,Denmark,Rabbits,Number,:,,,,,
2014,Denmark,Rabbits,Head (animal),:,,,,,
2014,Denmark,Bees (hives),Number,56,,,,,
2014,Denmark,Bees (hives),Head (animal),:,,,,,
2014,Denmark,Other live animals,Number,:,,,,,
2014,Denmark,Other live animals,Head (animal),0,,,,,
2014,Germany (until 1990 former territory of the FRG),Live horses,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live horses,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live bovine animals,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live bovine animals,Head (animal),"643,600",,,,,
2014,Germany (until 1990 former territory of the FRG),Bovine animals for slaughter,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Bovine animals for slaughter,Head (animal),"65,600",,,,,
2014,Germany (until 1990 former territory of the FRG),Dairy cows,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Dairy cows,Head (animal),"148,500",,,,,
2014,Germany (until 1990 former territory of the FRG),Other bovine animals,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other bovine animals,Head (animal),"429,500",,,,,
2014,Germany (until 1990 former territory of the FRG),"Live swine, domestic species",Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Live swine, domestic species",Head (animal),"195,300",,,,,
2014,Germany (until 1990 former territory of the FRG),"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Breeding sows, live weight 50 kg or over",Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other pigs,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other pigs,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Fattening pigs, live weight 50 kg or over",Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live sheep,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live sheep,Head (animal),"230,700",,,,,
2014,Germany (until 1990 former territory of the FRG),"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other sheep,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other sheep,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live goats,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live goats,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Goats, breeding females",Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),"Goats, breeding females",Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other goats,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other goats,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live poultry,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live poultry,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Laying hens,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Laying hens,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Broilers,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Broilers,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Rabbits,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Rabbits,Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Bees (hives),Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Bees (hives),Head (animal),:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other live animals,Number,:,,,,,
2014,Germany (until 1990 former territory of the FRG),Other live animals,Head (animal),:,,,,,
2014,Estonia,Live horses,Number,:,,,,,
2014,Estonia,Live horses,Head (animal),"1,837",,,,,
2014,Estonia,Live bovine animals,Number,:,,,,,
2014,Estonia,Live bovine animals,Head (animal),"32,149",,,,,
2014,Estonia,Bovine animals for slaughter,Number,:,,,,,
2014,Estonia,Bovine animals for slaughter,Head (animal),"18,269",,,,,
2014,Estonia,Dairy cows,Number,:,,,,,
2014,Estonia,Dairy cows,Head (animal),"2,211",,,,,
2014,Estonia,Other bovine animals,Number,:,,,,,
2014,Estonia,Other bovine animals,Head (animal),"11,669",,,,,
2014,Estonia,"Live swine, domestic species",Number,:,,,,,
2014,Estonia,"Live swine, domestic species",Head (animal),873,,,,,
2014,Estonia,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Estonia,"Breeding sows, live weight 50 kg or over",Head (animal),209,,,,,
2014,Estonia,Other pigs,Number,:,,,,,
2014,Estonia,Other pigs,Head (animal),21,,,,,
2014,Estonia,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Estonia,"Fattening pigs, live weight 50 kg or over",Head (animal),643,,,,,
2014,Estonia,Live sheep,Number,:,,,,,
2014,Estonia,Live sheep,Head (animal),"37,622",,,,,
2014,Estonia,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Estonia,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2014,Estonia,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Estonia,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Estonia,Other sheep,Number,:,,,,,
2014,Estonia,Other sheep,Head (animal),:,,,,,
2014,Estonia,Live goats,Number,:,,,,,
2014,Estonia,Live goats,Head (animal),"1,163",,,,,
2014,Estonia,"Goats, breeding females",Number,:,,,,,
2014,Estonia,"Goats, breeding females",Head (animal),:,,,,,
2014,Estonia,Other goats,Number,:,,,,,
2014,Estonia,Other goats,Head (animal),:,,,,,
2014,Estonia,Live poultry,Number,:,,,,,
2014,Estonia,Live poultry,Head (animal),"21,801",,,,,
2014,Estonia,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Estonia,Live poultry excluding laying hens and broilers,Head (animal),"1,689",,,,,
2014,Estonia,Laying hens,Number,:,,,,,
2014,Estonia,Laying hens,Head (animal),"17,104",,,,,
2014,Estonia,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Estonia,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Estonia,Broilers,Number,:,,,,,
2014,Estonia,Broilers,Head (animal),"3,008",,,,,
2014,Estonia,Rabbits,Number,:,,,,,
2014,Estonia,Rabbits,Head (animal),"2,136",,,,,
2014,Estonia,Bees (hives),Number,"1,684",,,,,
2014,Estonia,Bees (hives),Head (animal),:,,,,,
2014,Estonia,Other live animals,Number,:,,,,,
2014,Estonia,Other live animals,Head (animal),:,,,,,
2014,Ireland,Live horses,Number,:,,,,,
2014,Ireland,Live horses,Head (animal),:,,,,,
2014,Ireland,Live bovine animals,Number,:,,,,,
2014,Ireland,Live bovine animals,Head (animal),"38,923",,,,,
2014,Ireland,Bovine animals for slaughter,Number,:,,,,,
2014,Ireland,Bovine animals for slaughter,Head (animal),"12,772",,,,,
2014,Ireland,Dairy cows,Number,:,,,,,
2014,Ireland,Dairy cows,Head (animal),"1,900",,,,,
2014,Ireland,Other bovine animals,Number,:,,,,,
2014,Ireland,Other bovine animals,Head (animal),"24,251",,,,,
2014,Ireland,"Live swine, domestic species",Number,:,,,,,
2014,Ireland,"Live swine, domestic species",Head (animal),479,,,,,
2014,Ireland,"Breeding sows, live weight 50 kg or over",Number,:,,,,,
2014,Ireland,"Breeding sows, live weight 50 kg or over",Head (animal),82,,,,,
2014,Ireland,Other pigs,Number,:,,,,,
2014,Ireland,Other pigs,Head (animal),175,,,,,
2014,Ireland,"Fattening pigs, live weight 50 kg or over",Number,:,,,,,
2014,Ireland,"Fattening pigs, live weight 50 kg or over",Head (animal),222,,,,,
2014,Ireland,Live sheep,Number,:,,,,,
2014,Ireland,Live sheep,Head (animal),"42,201",,,,,
2014,Ireland,"Ewes and ewe-lambs, breeding females",Number,:,,,,,
2014,Ireland,"Ewes and ewe-lambs, breeding females",Head (animal),:,,,,,
2014,Ireland,Ewes and ewe-lambs put to the ram,Number,:,,,,,
2014,Ireland,Ewes and ewe-lambs put to the ram,Head (animal),:,,,,,
2014,Ireland,Other sheep,Number,:,,,,,
2014,Ireland,Other sheep,Head (animal),:,,,,,
2014,Ireland,Live goats,Number,:,,,,,
2014,Ireland,Live goats,Head (animal),329,,,,,
2014,Ireland,"Goats, breeding females",Number,:,,,,,
2014,Ireland,"Goats, breeding females",Head (animal),:,,,,,
2014,Ireland,Other goats,Number,:,,,,,
2014,Ireland,Other goats,Head (animal),:,,,,,
2014,Ireland,Live poultry,Number,:,,,,,
2014,Ireland,Live poultry,Head (animal),"73,451",,,,,
2014,Ireland,Live poultry excluding laying hens and broilers,Number,:,,,,,
2014,Ireland,Live poultry excluding laying hens and broilers,Head (animal),:,,,,,
2014,Ireland,Laying hens,Number,:,,,,,
2014,Ireland,Laying hens,Head (animal),:,,,,,
2014,Ireland,Laying hens (producing eggs for consumption),Number,:,,,,,
2014,Ireland,Laying hens (producing eggs for consumption),Head (animal),:,,,,,
2014,Ireland,Broilers,Number,:,,,,,
2014,Ireland,Broilers,Head (animal),:,,,,,
2014,Ireland,Rabbits,Number,:,,,,,
2014,Ireland,Rabbits,Head (animal),:,,,,,
2014,Ireland,Bees (hives),Number,:,,,,,
2014,Ireland,Bees (hives),Head (animal),:,,,,,
2014,Ireland,Other live animals,Number,:,,,,,
2014,Ireland,Other live animals,Head (animal),:,,,,,
2014,Greece,Live horses,Number,:,,,,,
2014,Greece,Live horses,Head (animal),:,,,,,
2014,Greece,Live bovine animals,Number,:,,,,,
2014,Greece,Live bovine animals,Head (animal),"70,346",,,,,
2014,Greece,Bovine animals for slaughter,Number,:,,,,,
2014,Greece,Bovine animals for slaughter,Head (animal),"23,003",,,,,
2014,Greece,Dairy cows,Number,:,,,,,
2014,Greece,Dairy cows,Head (animal),"3,160",,,,,
2014,Greece,Other bovine animals,Number,:,,,,,
2014,Greece,Other bovine animals,Head (animal),"44,183",,,,,
2014,Greece,"Live swine, domestic species",Number,:,,,,,
2014,Greece,"Live swine, domestic species",Head (animal),"4,664",,,,,
