5,3,4,0,5,6,2,2.17,1,5953
5,3,1,0,2,6,2,2.33,1,5953
1,3,1,0,1,6,2,2.17,1,5956
6,3,2,0,3,6,2,2.25,1,5955
6,3,2,0,2,6,2,2.33,1,5955
6,3,2,0,3,6,2,2.33,1,5955
6,3,2,0,2,6,2,2.08,1,6060
6,3,3,0,4,6,2,2.17,1,6060
3,3,1,0,2,6,2,2.17,1,5954
3,3,3,0,4,6,2,2.25,1,5954
3,3,3,0,4,6,2,2.25,1,5954
3,3,2,0,3,6,2,2.33,1,5954
4,3,1,0,2,6,2,2.17,1,5955
4,3,2,0,3,6,2,2.17,1,5955
4,3,3,0,4,6,2,2.25,1,5955
4,3,2,0,2,6,2,2.33,1,5955
2,3,1,0,2,6,2,2.08,1,5955
2,3,1,0,2,6,2,2.17,1,5955
1,3,4,1,1,6,2,12.25,1,5949
1,3,4,1,2,6,2,16.33,1,5949
3,3,1,1,4,6,2,11.75,1,5954
3,3,1,1,5,6,2,14.5,1,5954
3,3,4,1,2,6,2,15.67,1,5954
2,3,4,1,5,6,2,3.75,1,5955
4,3,2,0,2,6,2,2.5,1,6165
6,3,3,0,4,6,2,2.17,1,6690
4,3,4,0,4,6,2,2.17,1,6585
1,3,2,1,3,6,2,5.83,1,8869
5,3,4,0,5,6,2,2.33,1,10260
4,3,4,0,5,6,2,2.17,1,10470
3,3,1,1,3,6,2,8.0,1,10575
4,3,3,1,4,6,2,6.0,1,10838
6,3,4,1,2,6,2,14.67,1,12150
6,3,4,1,2,6,2,16.17,1,12150
6,3,3,1,2,6,2,18.0,1,12150
6,3,2,1,2,6,2,23.17,1,12150
6,3,2,1,2,6,2,24.17,1,12150
2,3,1,1,3,6,2,8.83,1,11900
5,3,4,1,5,6,2,4.5,1,12123
5,3,4,1,2,6,2,15.25,1,12123
2,3,5,1,2,6,2,11.0,1,12150
2,3,3,1,2,6,2,19.08,1,12150
2,3,2,1,2,6,2,22.83,1,12150
2,3,1,1,2,6,2,26.42,1,12150
2,3,5,1,3,6,2,17.75,1,12215
5,3,4,1,3,6,2,19.58,1,12230
6,3,4,0,5,6,2,2.33,1,12780
6,3,3,1,3,6,2,26.67,1,12885
1,3,4,1,1,6,2,15.17,1,12539
2,3,4,1,3,6,2,20.83,1,12938
2,3,5,1,2,6,2,11.42,1,12990
2,3,2,1,2,6,2,22.25,1,12990
2,3,1,1,2,6,2,26.0,1,12990
2,3,3,1,3,6,2,21.75,1,13086
4,3,3,1,4,6,2,3.83,1,13279
4,3,4,1,5,6,2,4.42,1,13279
4,3,2,1,4,6,2,7.67,1,13279
4,3,3,1,5,6,2,8.33,1,13279
4,3,5,1,2,6,2,10.42,1,13279
6,3,3,1,3,6,2,23.75,1,13673
2,3,4,1,3,6,2,19.5,1,13410
6,3,1,1,3,6,2,6.5,1,13935
6,3,4,1,2,6,2,12.42,1,14040
6,3,3,1,3,6,2,21.08,1,14040
6,3,4,1,5,6,2,26.67,1,14093
6,3,4,1,5,6,2,28.17,1,14093
6,3,4,1,5,6,2,28.25,1,14093
4,3,3,1,5,6,2,8.0,1,13767
3,3,3,1,5,6,2,9.25,1,13932
6,3,5,1,3,6,2,17.92,1,14408
6,3,5,1,5,6,2,26.42,1,14408
2,3,5,1,3,6,2,16.17,1,14250
3,3,2,1,4,6,2,7.08,1,14539
6,3,1,1,5,6,2,13.83,1,14985
2,3,3,1,5,6,2,7.58,1,14670
2,3,4,1,2,6,2,15.83,1,15195
6,3,4,0,5,6,2,2.25,1,15720
6,3,4,1,5,6,2,24.42,1,15983
6,3,4,1,5,6,2,26.0,1,15983
4,3,2,1,3,6,2,4.17,1,15720
5,3,1,1,2,6,2,4.25,1,15720
4,3,1,1,3,6,2,5.08,1,15720
2,3,4,1,5,6,2,29.33,1,16245
6,3,4,1,5,6,2,4.42,1,16613
6,3,1,1,5,6,2,17.0,1,16665
6,3,4,1,5,6,2,26.67,1,16665
2,3,4,1,5,6,2,27.17,1,16455
2,3,4,1,5,6,2,24.75,1,16665
6,3,4,1,5,6,2,5.75,1,17348
6,3,3,1,5,6,2,7.58,1,17348
6,3,2,1,5,6,2,12.75,1,17348
6,3,2,1,5,6,2,13.75,1,17348
6,3,4,1,2,6,2,17.83,1,17348
6,3,1,1,3,6,2,5.5,1,17400
6,3,4,1,3,6,2,19.5,1,17505
6,3,3,1,5,6,2,7.58,1,17610
2,3,5,1,5,6,2,23.83,1,17295
6,3,3,1,4,6,2,5.0,1,17663
2,3,5,1,5,6,2,26.5,1,18030
6,3,4,1,3,6,2,20.83,1,18398
6,3,1,1,5,6,2,12.83,1,18450
3,3,2,1,4,6,2,8.92,1,18487
6,3,3,1,5,6,2,6.0,1,18923
6,3,2,1,5,6,2,11.17,1,18923
6,3,2,1,5,6,2,12.17,1,18923
6,3,4,1,2,6,2,15.58,1,19238
6,3,4,1,2,6,2,15.75,1,19920
2,3,3,1,5,6,2,7.92,1,19710
2,3,1,1,5,6,2,13.25,1,19710
6,3,1,1,5,6,2,16.0,1,20130
2,3,4,1,4,6,2,22.75,1,19815
6,3,4,1,5,6,2,6.0,1,21075
3,3,2,1,4,6,2,6.33,1,21111
2,3,2,1,4,6,2,7.25,1,23206
2,3,2,1,3,6,2,30.08,1,24540
2,3,1,1,4,6,2,11.0,1,25800
6,3,4,1,2,6,2,18.25,1,27270
2,3,2,1,4,6,2,6.08,1,29580
5,3,1,0,2,6,2,2.25,2,5953
5,3,4,0,5,6,2,2.33,2,5953
6,3,2,0,2,6,2,2.08,2,5955
6,3,4,0,5,6,2,2.17,2,5955
6,3,4,0,5,6,2,2.25,2,5955
6,3,2,0,2,6,2,2.33,2,5955
6,3,4,0,5,6,2,2.33,2,5955
6,3,5,0,5,6,2,2.17,2,6060
3,3,1,0,2,6,2,2.17,2,5954
3,3,3,0,4,6,2,2.25,2,5954
3,3,4,0,5,6,2,2.25,2,5954
3,3,5,0,5,6,2,2.25,2,5954
3,3,2,0,3,6,2,2.33,2,5954
3,3,4,0,5,6,2,2.33,2,5954
4,3,1,0,2,6,2,2.17,2,5955
4,3,4,0,4,6,2,2.17,2,5955
4,3,4,0,5,6,2,2.17,2,5955
4,3,2,0,3,6,2,2.25,2,5955
4,3,3,0,4,6,2,2.25,2,5955
4,3,5,0,5,6,2,2.25,2,5955
5,3,1,0,2,6,2,2.33,2,5955
4,3,2,0,2,6,2,2.33,2,5955
4,3,2,0,2,6,2,2.5,2,5955
1,3,1,0,1,6,2,2.17,2,5956
2,3,4,0,4,6,2,2.0,2,5955
2,3,1,0,2,6,2,2.08,2,5955
2,3,1,0,2,6,2,2.17,2,5955
2,3,4,0,5,6,2,2.17,2,5955
2,3,4,0,5,6,2,2.25,2,5955
1,3,4,1,1,6,2,12.25,2,5949
1,3,4,1,2,6,2,16.33,2,5949
3,3,1,1,5,6,2,12.33,2,5954
3,3,4,1,1,6,2,12.33,2,5954
2,3,3,1,4,6,2,3.5,2,5955
2,3,4,1,5,6,2,3.75,2,5955
6,3,2,0,3,6,2,2.25,2,6375
6,3,3,0,4,6,2,2.17,2,7530
6,3,3,0,4,6,2,2.17,2,7530
6,3,2,0,3,6,2,2.33,2,7530
1,3,4,1,1,6,2,15.17,2,7419
4,3,2,0,3,6,2,2.17,2,7845
4,3,1,1,4,6,2,10.25,2,8396
5,3,4,1,5,6,2,4.5,2,8869
5,3,4,1,2,6,2,15.25,2,9183
2,3,1,1,3,6,2,7.25,2,9840
2,3,2,1,5,6,2,14.17,2,9840
2,3,2,1,5,6,2,15.75,2,9840
6,3,3,1,3,6,2,25.58,2,10566
2,3,3,1,4,6,2,6.33,2,10303
4,3,2,1,3,6,2,4.08,2,10523
2,3,1,1,3,6,2,9.75,2,10523
6,3,5,1,5,6,2,26.42,2,11048
4,3,4,1,5,6,2,4.42,2,10838
4,3,3,1,5,6,2,8.33,2,10838
4,3,5,1,2,6,2,10.42,2,10838
2,3,4,1,5,6,2,6.67,2,11100
4,3,3,1,5,6,2,8.0,2,11326
4,3,2,2,4,6,2,9.67,2,11678
6,3,4,1,2,6,2,12.42,2,12150
6,3,4,1,2,6,2,14.67,2,12150
6,3,4,1,2,6,2,16.17,2,12150
6,3,2,1,2,6,2,24.17,2,12150
4,3,3,1,4,6,2,3.83,2,11814
